scientificName;redlistCategory
Himantolophus albinares;Data Deficient
Himantolophus brevirostris;Data Deficient
Haplophryne mollis;Least Concern
Linophryne racemifera;Data Deficient
Linophryne sexfilis;Data Deficient
Coryphaenoides armatus;Least Concern
Coryphaenoides mediterraneus;Least Concern
Coryphaenoides rudis;Least Concern
Gadomus arcuatus;Least Concern
Macrouroides inflaticeps;Least Concern
Odontomacrurus murrayi;Least Concern
Melamphaes ebelingi;Data Deficient
Melamphaes longivelis;Data Deficient
Melamphaes polylepis;Data Deficient
Melamphaes pumilus;Data Deficient
Melamphaes suborbitalis;Data Deficient
Melamphaes typhlops;Data Deficient
Poromitra capito;Data Deficient
Poromitra megalops;Data Deficient
Scopelogadus beanii;Data Deficient
Scopelogadus mizolepis;Least Concern
Nansenia groenlandica;Least Concern
Gadella svetovidovi;Data Deficient
Laemonema robustum;Data Deficient
Diaphus problematicus;Least Concern
Diaphus vanhoeffeni;Least Concern
Lampadena speculigera;Least Concern
Lampanyctus macdonaldi;Least Concern
Lampanyctus photonotus;Least Concern
Loweina interrupta;Least Concern
Loweina rara;Least Concern
Notoscopelus bolini;Least Concern
Notoscopelus kroyeri;Least Concern
Nemichthys scolopaceus;Least Concern
Neoceratias spinifer;Least Concern
Chaenophryne draco;Least Concern
Dolopichthys longicornis;Least Concern
Dolopichthys pullatus;Data Deficient
Lophodolos acanthognathus;Least Concern
Oneirodes macrosteus;Least Concern
Pentherichthys atratus;Least Concern
Spiniphryne gladisfenae;Least Concern
Abyssobrotula galatheae;Least Concern
Acanthonus armatus;Least Concern
Apagesoma delosommatus;Least Concern
Barathrites iris;Least Concern
Bassozetus compressus;Least Concern
Bassozetus levistomatus;Least Concern
Bassozetus normalis;Least Concern
Bassozetus taenia;Least Concern
Bathyonus laticeps;Data Deficient
Holcomycteronus squamosus;Least Concern
Lamprogrammus niger;Least Concern
Monomitopus metriostoma;Least Concern
Penopus microphthalmus;Least Concern
Porogadus miles;Least Concern
Spectrunculus grandis;Least Concern
Dolichopteryx longipes;Least Concern
Rhynchohyalus natalensis;Least Concern
Parabrotula plagiophthalma;Least Concern
Polymetme thaeocoryla;Least Concern
Phycis phycis;Least Concern
Mentodus facilis;Least Concern
Rondeletia loricata;Least Concern
Acanthochaenus luetkenii;Least Concern
Argyripnus atlanticus;Least Concern
Maurolicus amethystinopunctatus;Least Concern
Sternoptyx pseudodiaphana;Least Concern
Aristostomias lunifer;Least Concern
Bathophilus metallicus;Least Concern
Bathophilus schizochirus;Least Concern
Eustomias contiguus;Data Deficient
Eustomias furcifer;Least Concern
Grammatostomias flagellibarba;Least Concern
Leptostomias gracilis;Least Concern
Melanostomias melanops;Least Concern
Melanostomias spilorhynchus;Least Concern
Photostomias atrox;Least Concern
Trigonolampa miriceps;Least Concern
Lasiognathus saccostoma;Least Concern
Chelidonichthys lastoviza;Least Concern
Melanostigma atlanticum;Least Concern
Juglans regia;Least Concern
Aegilops biuncialis;Least Concern
Pyrus bourgaeana;Least Concern
Cydonia oblonga;Least Concern
Pyrus spinosa;Least Concern
Prunus padus;Least Concern
Fraxinus pennsylvanica;Critically Endangered
Scopeloberyx robustus;Data Deficient
Populus tremula;Least Concern
Salix eleagnos;Least Concern
Salix triandra;Least Concern
Salix viminalis;Least Concern
Ulmus glabra;Data Deficient
Ulmus laevis;Data Deficient
Fagus sylvatica;Least Concern
Citrus medica;Least Concern
Eustomias satterleei;Least Concern
Eustomias simplex;Least Concern
Eustomias tetranema;Data Deficient
Conocara murrayi;Least Concern
Gnatholepis thompsoni;Least Concern
Isolepis cernua;Least Concern
Mentha aquatica;Least Concern
Nymphaea alba;Least Concern
Osmunda regalis;Least Concern
Montia fontana;Least Concern
Ranunculus aquatilis;Least Concern
Limosella aquatica;Least Concern
Gastrosporium simplex;Near Threatened
Tarentola mauritanica;Least Concern
Pelophylax ridibundus;Least Concern
Prunus lusitanica;Least Concern
Pseudophilotes panoptes;Least Concern
Epizoanthus paguricola;Data Deficient
Epizoanthus paxii;Data Deficient
Condylactis aurantiaca;Least Concern
Iris filifolia;Least Concern
Epizoanthus vagus;Data Deficient
Arachnanthus oligopodus;Data Deficient
Libellula quadrimaculata;Least Concern
Lestes dryas;Least Concern
Aeshna juncea;Least Concern
Hydrilla verticillata;Least Concern
Cladium mariscus;Least Concern
Eleocharis caduca;Least Concern
Juncus effusus;Least Concern
Utricularia gibba;Least Concern
Cyperus laevigatus;Least Concern
Portulaca oleracea;Least Concern
Cycloptiloides canariensis;Least Concern
Andrena gredana;Data Deficient
Epizoanthus mediterraneus;Data Deficient
Cyperus alternifolius;Least Concern
Planorbis planorbis;Least Concern
Salmo salar;Near Threatened
Hippocampus guttulatus;Data Deficient
Hippocampus hippocampus;Data Deficient
Carex bicolor;Least Concern
Carex oederi;Least Concern
Cyperus eragrostis;Least Concern
Geum rivale;Least Concern
Juncus balticus;Least Concern
Juncus triglumis;Least Concern
Lobelia cardinalis;Least Concern
Lysimachia maritima;Least Concern
Mentha arvensis;Least Concern
Myrica gale;Least Concern
Plantago maritima;Least Concern
Poa palustris;Least Concern
Argentina anserina;Least Concern
Rhynchospora fusca;Least Concern
Triglochin scilloides;Least Concern
Valeriana dioica;Least Concern
Viola palustris;Least Concern
Castanea sativa;Least Concern
Adiantum capillus-veneris;Least Concern
Brachiaria mutica;Least Concern
Commelina diffusa;Least Concern
Potamogeton nodosus;Least Concern
Fraxinus excelsior;Near Threatened
Gaidropsarus guttatus;Data Deficient
Oneirodes anisacanthus;Data Deficient
Scorpaena canariensis;Data Deficient
Ilex aquifolium;Least Concern
Buxus sempervirens;Least Concern
Arbutus unedo;Least Concern
Tilia cordata;Least Concern
Frangula alnus;Least Concern
Crataegus laevigata;Least Concern
Crataegus monogyna;Least Concern
Populus nigra;Data Deficient
Populus alba;Least Concern
Salix purpurea;Least Concern
Crataegus azarolus;Least Concern
Carex oedipostyla;Least Concern
Juncus acutus;Least Concern
Centroscymnus owstonii;Vulnerable
Centroselachus crepidater;Near Threatened
Hexanchus nakamurai;Near Threatened
Andrena notata;Data Deficient
Andrena pauxilla;Data Deficient
Coryphaenoides thelestomus;Data Deficient
Symphodus trutta;Least Concern
Ulmus minor;Data Deficient
Nomada jaramensis;Data Deficient
Nomada merceti;Least Concern
Megachile fuerteventurae;Data Deficient
Megachile giraudi;Data Deficient
Sphaerium lacustre;Least Concern
Callitriche palustris;Least Concern
Carex echinata;Least Concern
Chorthippus saulcyi;Least Concern
Omocestus navasi;Endangered
Coracinotus presai;Data Deficient
Lluciapomaresius eclipticus;Data Deficient
Sorapagus catalaunicus;Least Concern
Myrmecophilus fuscus;Least Concern
Ocnerodes brunnerii;Least Concern
Dolichopoda linderii;Least Concern
Ammoecius elevatus;Least Concern
Homarus gammarus;Least Concern
Rachycentron canadum;Least Concern
Petaloptila fragosoi;Data Deficient
Arcyptera tornosi;Least Concern
Hericium erinaceus;Least Concern
Pseudotricholoma metapodium;Endangered
Rhodotus palmatus;Near Threatened
Rubroboletus dupainii;Near Threatened
Clavaria zollingeri;Vulnerable
Hygrocybe citrinovirens;Vulnerable
Hygrophorus marzuolus;Vulnerable
Hydnellum compactum;Vulnerable
Entoloma excentricum;Near Threatened
Tricholoma colossus;Vulnerable
Cortinarius odoratus;Vulnerable
Hemicycla gomerensis;Data Deficient
Acrida ungarica;Least Concern
Eugryllodes escalerae;Least Concern
Eugryllodes littoreus;Data Deficient
Petaloptila baenai;Near Threatened
Petaloptila barrancoi;Least Concern
Petaloptila bolivari;Least Concern
Petaloptila carabajali;Near Threatened
Petaloptila fermini;Least Concern
Petaloptila isabelae;Least Concern
Petaloptila llorenteae;Data Deficient
Petaloptila malacitana;Least Concern
Petaloptila mogon;Least Concern
Petaloptila pallescens;Least Concern
Petaloptila pyrenaea;Least Concern
Petaloptila venosa;Least Concern
Sciobia boscai;Least Concern
Gryllotalpa septemdecimchromosomica;Data Deficient
Paramogoplistes dentatus;Least Concern
Xya iberica;Data Deficient
Cophopodisma pyrenaea;Near Threatened
Euchorthippus chopardi;Least Concern
Euchorthippus elegantulus;Least Concern
Gomphoceridius brevipennis;Vulnerable
Omocestus antigai;Vulnerable
Paracaloptenus bolivari;Least Concern
Stenobothrus festivus;Least Concern
Stenobothrus grammicus;Vulnerable
Eugryllodes pipiens;Least Concern
Petaloptila aliena;Least Concern
Gryllotalpa vineae;Least Concern
Antaxius chopardi;Least Concern
Antaxius hispanicus;Least Concern
Callicrania ramburii;Least Concern
Ctenodecticus ramburi;Near Threatened
Ephippiger diurnus;Least Concern
Ephippigerida saussuriana;Least Concern
Metrioptera buyssoni;Endangered
Metrioptera saussuriana;Least Concern
Zeuneriana abbreviata;Least Concern
Monognathus herringi;Data Deficient
Monochirus atlanticus;Data Deficient
Pterolepis pityusensis;Data Deficient
Aeshna affinis;Least Concern
Cortinarius suaveolens;Near Threatened
Geastrum hungaricum;Data Deficient
Geastrum pouzarii;Data Deficient
Hygrocybe ingrata;Vulnerable
Lenzitopsis oxycedri;Vulnerable
Solanum linnaeanum;Least Concern
Isoaeschna isoceles;Least Concern
Anax ephippiger;Least Concern
Anax imperator;Least Concern
Anax parthenope;Least Concern
Boyeria irene;Least Concern
Arcyptera brevipennis;Vulnerable
Arminda brunneri;Least Concern
Arminda burri;Least Concern
Arminda canariensis;Near Threatened
Arminda fuerteventurae;Least Concern
Arminda hierroensis;Least Concern
Arminda lancerottensis;Least Concern
Arminda latifrons;Least Concern
Arminda palmae;Least Concern
Calliptamus plebeius;Least Concern
Dericorys carthagonovae;Endangered
Dericorys minutus;Critically Endangered
Euchorthippus declivus;Least Concern
Miramella alpina;Least Concern
Oedipoda canariensis;Least Concern
Omocestus simonyi;Least Concern
Sphingonotus almeriense;Endangered
Sphingonotus fuerteventurae;Least Concern
Sphingonotus guanchus;Least Concern
Sphingonotus pachecoi;Least Concern
Sphingonotus picteti;Endangered
Sphingonotus rugosus;Endangered
Sphingonotus sublaevis;Least Concern
Sphingonotus willemsei;Least Concern
Gryllomorpha canariensis;Near Threatened
Gryllomorpha uclensis;Least Concern
Hymenoptila lanzarotensis;Near Threatened
Pteronemobius lineolatus;Least Concern
Acrostira bellamyi;Critically Endangered
Acrostira tamarani;Endangered
Acrostira tenerifae;Endangered
Kurtharzia sulcata;Endangered
Purpuraria erna;Endangered
Purpuraria magna;Endangered
Barbitistes fischeri;Least Concern
Barbitistes serricauda;Least Concern
Leptophyes punctatissima;Least Concern
Metaplastes pulchripennis;Least Concern
Polysarcus denticauda;Least Concern
Polysarcus scutatus;Endangered
Tetrix undulata;Least Concern
Ariagona margaritae;Near Threatened
Calliphona koenigi;Near Threatened
Calliphona palmensis;Endangered
Canariola nubigena;Near Threatened
Evergoderes cabrerai;Critically Endangered
Meconema meridionale;Least Concern
Meconema thalassinum;Least Concern
Yersinella raymondii;Least Concern
Calopteryx haemorrhoidalis;Least Concern
Chorthippus ariasi;Data Deficient
Chorthippus cazurroi;Least Concern
Chorthippus chloroticus;Data Deficient
Chorthippus jacobsi;Least Concern
Chorthippus nevadensis;Endangered
Chorthippus reissingeri;Near Threatened
Chorthippus yersini;Least Concern
Dociostaurus hispanicus;Near Threatened
Euchorthippus angustulus;Least Concern
Oedipoda coerulea;Least Concern
Omocestus bolivari;Vulnerable
Omocestus femoralis;Vulnerable
Omocestus minutissimus;Least Concern
Omocestus panteli;Least Concern
Omocestus uhagonii;Endangered
Podisma cantabricae;Near Threatened
Podisma carpetana;Vulnerable
Sphingonotus azurescens;Least Concern
Sphingonotus gypsicola;Near Threatened
Sphingonotus imitans;Vulnerable
Sphingonotus lluciapomaresi;Least Concern
Sphingonotus lusitanicus;Near Threatened
Sphingonotus morini;Least Concern
Sphingonotus nodulosus;Endangered
Stenobothrus bolivarii;Least Concern
Xerohippus occidentalis;Vulnerable
Fomitopsis officinalis;Endangered
Lepiota brunneolilacea;Vulnerable
Phylloporus pelletieri;Least Concern
Rubinoboletus rubinus;Vulnerable
Sarcodon joeides;Vulnerable
Acinipe comptei;Near Threatened
Acinipe deceptoria;Least Concern
Acinipe eulaliae;Near Threatened
Acinipe mabillei;Near Threatened
Acinipe paulinoi;Data Deficient
Acinipe perisi;Data Deficient
Acinipe segurensis;Vulnerable
Eumigus ayresi;Least Concern
Eumigus cucullatus;Least Concern
Eumigus monticola;Near Threatened
Eumigus punctatus;Near Threatened
Eumigus rubioi;Near Threatened
Euryparyphes terrulentus;Least Concern
Kurtharzia nugatoria;Least Concern
Ocnerodes fallaciosus;Near Threatened
Ocnerodes prosternalis;Near Threatened
Ocnerodes soleri;Near Threatened
Prionotropis flexuosa;Least Concern
Isophya pyrenaea;Least Concern
Odontura aspericauda;Least Concern
Odontura macphersoni;Least Concern
Dolichopoda bolivari;Least Concern
Albarracinia zapaterii;Near Threatened
Antaxius florezi;Least Concern
Antaxius kraussii;Least Concern
Antaxius spinibrachius;Least Concern
Baetica ustulata;Endangered
Callicrania belarrensis;Data Deficient
Callicrania demandae;Least Concern
Callicrania denticulata;Vulnerable
Callicrania faberi;Near Threatened
Callicrania plaxicauda;Near Threatened
Callicrania vicentae;Near Threatened
Canariola emarginata;Near Threatened
Canariola quinonesi;Data Deficient
Coracinotus notarioi;Vulnerable
Coracinotus politus;Near Threatened
Coracinotus squamiferus;Critically Endangered
Ctenodecticus granatensis;Near Threatened
Ctenodecticus major;Critically Endangered
Ctenodecticus masferreri;Near Threatened
Ctenodecticus pupulus;Least Concern
Ctenodecticus thymi;Near Threatened
Cyrtaspis tuberculata;Data Deficient
Ephippigerida areolaria;Least Concern
Ephippigerida asella;Endangered
Ephippigerida carinata;Least Concern
Ephippigerida diluta;Least Concern
Ephippigerida longicauda;Data Deficient
Ephippigerida marceti;Data Deficient
Ephippigerida pantingana;Data Deficient
Lluciapomaresius asturiensis;Least Concern
Lluciapomaresius ortegai;Least Concern
Lluciapomaresius panteli;Data Deficient
Lluciapomaresius stalii;Least Concern
Metrioptera ambigua;Data Deficient
Metrioptera maritima;Data Deficient
Montana carpetana;Least Concern
Neocallicrania bolivarii;Least Concern
Neocallicrania lusitanica;Data Deficient
Neocallicrania miegii;Least Concern
Neocallicrania selligera;Least Concern
Parasteropleurus balearicus;Vulnerable
Parasteropleurus martorellii;Least Concern
Parasteropleurus perezii;Least Concern
Platycleis iberica;Critically Endangered
Platystolus martinezii;Least Concern
Platystolus surcularius;Near Threatened
Pterolepis cordubensis;Data Deficient
Pterolepis lusitanica;Least Concern
Pterolepis grallata;Least Concern
Pterolepis spoliata;Least Concern
Pycnogaster algecirensis;Data Deficient
Pycnogaster gaditana;Data Deficient
Pycnogaster graellsii;Near Threatened
Pycnogaster inermis;Least Concern
Pycnogaster jugicola;Least Concern
Pycnogaster sanchezgomezi;Near Threatened
Pycnogaster valentini;Near Threatened
Sabaterpia hispanica;Endangered
Sabaterpia paulinoi;Data Deficient
Steropleurus andalusius;Least Concern
Steropleurus brunnerii;Data Deficient
Steropleurus castellanus;Data Deficient
Steropleurus flavovittatus;Least Concern
Steropleurus obsoletus;Data Deficient
Steropleurus pseudolus;Least Concern
Steropleurus recticarinatus;Least Concern
Synephippius obvius;Least Concern
Tettigonia hispanica;Least Concern
Thyreonotus bidens;Least Concern
Uromenus rugosicollis;Least Concern
Zeuneriana burriana;Least Concern
Medicago littoralis;Least Concern
Ceriagrion tenellum;Least Concern
Ischnura senegalensis;Least Concern
Deroceras roblesi;Least Concern
Arion ponsi;Near Threatened
Atlantica anagaensis;Vulnerable
Atlantica saproxylophaga;Least Concern
Hemicycla fuenterroquensis;Endangered
Napaeus alucensis;Least Concern
Napaeus estherae;Least Concern
Napaeus gomerensis;Least Concern
Napaeus grohi;Data Deficient
Napaeus josei;Least Concern
Napaeus magnus;Least Concern
Napaeus moroi;Near Threatened
Napaeus torilensis;Near Threatened
Napaeus validoi;Near Threatened
Napaeus venegueraensis;Least Concern
Orculella aragonica;Endangered
Deroceras vascoanum;Near Threatened
Retinella hierroensis;Least Concern
Atlantica engonata;Critically Endangered
Papilloderma altonagai;Vulnerable
Vitrea inae;Data Deficient
Zonitoides jaccetanicus;Data Deficient
Ovatella aequalis;Least Concern
Deroceras ercinae;Vulnerable
Deroceras lombricoides;Least Concern
Deroceras nitidum;Least Concern
Deroceras tarracense;Near Threatened
Furcopenis circularis;Near Threatened
Furcopenis darioi;Vulnerable
Furcopenis gallaeciensis;Near Threatened
Furcopenis geresiensis;Near Threatened
Napaeus arinagaensis;Critically Endangered
Tetrapturus georgii;Data Deficient
Cortinarius cupreorufus;Near Threatened
Hygrocybe spadicea;Vulnerable
Tricholoma acerbum;Vulnerable
Festuca paucispicula;Data Deficient
Epilobium angustifolium;Least Concern
Isoetes echinospora;Least Concern
Isoetes lacustris;Least Concern
Littorella uniflora;Least Concern
Lonicera caerulea;Least Concern
Myriophyllum alterniflorum;Least Concern
Neottia cordata;Least Concern
Poa pratensis;Least Concern
Potamogeton polygonifolius;Least Concern
Prunella vulgaris;Least Concern
Ranunculus hederaceus;Least Concern
Sanguisorba officinalis;Least Concern
Subularia aquatica;Least Concern
Triglochin maritima;Least Concern
Urtica dioica;Least Concern
Chilomycterus spinosus;Least Concern
Cynoponticus ferox;Least Concern
Haliotis tuberculata;Vulnerable
Quercus canariensis;Data Deficient
Quercus faginea;Least Concern
Quercus pyrenaica;Least Concern
Quercus rotundifolia;Least Concern
Cortinarius citrino-olivaceus;Vulnerable
Dracaena tamaranae;Critically Endangered
Euphorbia canariensis;Least Concern
Kleinia neriifolia;Least Concern
Sorbus mougeotii;Least Concern
Laburnum anagyroides;Least Concern
Nerophis maculatus;Data Deficient
Nerophis ophidion;Least Concern
Paramogoplistes ortini;Least Concern
Ephippigerida laserena;Data Deficient
Heberdenia excelsa;Vulnerable
Tamarix canariensis;Least Concern
Salix salviifolia;Least Concern
Astronesthes atlanticus;Least Concern
Adenocarpus foliolosus;Least Concern
Arbutus canariensis;Near Threatened
Clethra arborea;Least Concern
Morella faya;Least Concern
Apollonias barbujana;Least Concern
Ilex perado;Least Concern
Maytenus canariensis;Near Threatened
Ocotea foetens;Least Concern
Picconia excelsa;Least Concern
Macroparalepis brevis;Least Concern
Scopelarchus michaelsarsi;Least Concern
Scopelosaurus smithii;Least Concern
Juncus fernandez-carvajaliae;Data Deficient
Lestidiops distans;Least Concern
Lestidiops similis;Least Concern
Rhamnus glandulosa;Least Concern
Asplenium anceps;Endangered
Asplenium aureum;Least Concern
Asplenium balearicum;Near Threatened
Asplenium fontanum;Least Concern
Asplenium lolegnamense;Vulnerable
Asplenium majoricum;Vulnerable
Deroceras invadens;Least Concern
Asplenium octoploideum;Near Threatened
Asplenium terorense;Endangered
Hymenophyllum wilsonii;Least Concern
Isoetes creussensis;Least Concern
Crocothemis erythraea;Least Concern
Diplacodes lefebvrii;Least Concern
Orthetrum chrysostigma;Least Concern
Orthetrum trinacria;Least Concern
Paragomphus genei;Least Concern
Trithemis annulata;Least Concern
Trithemis arteriosa;Least Concern
Trithemis kirbyi;Least Concern
Zygonyx torridus;Least Concern
Sympetrum striolatum;Least Concern
Erythromma lindenii;Least Concern
Coenagrion puella;Least Concern
Ischnura graellsii;Least Concern
Aeshna mixta;Least Concern
Aeshna cyanea;Least Concern
Brachythemis impartita;Least Concern
Abies alba;Least Concern
Tribulus terrestris;Least Concern
Pinus canariensis;Least Concern
Iris xiphium;Least Concern
Carex acutiformis;Least Concern
Alisma plantago-aquatica;Least Concern
Ceratophyllum muricatum;Least Concern
Juncus bufonius;Least Concern
Lemna gibba;Least Concern
Lemna trisulca;Least Concern
Potamogeton trichoides;Least Concern
Typha latifolia;Least Concern
Sideritis barbellata;Least Concern
Merluccius merluccius;Least Concern
Micropyropsis tuberosa;Endangered
Eptesicus isabellinus;Least Concern
Dryopteris corleyi;Least Concern
Dryopteris guanchica;Least Concern
Dryopteris oligodonta;Least Concern
Dryopteris tyrrhena;Near Threatened
Culcita macrocarpa;Near Threatened
Trichomanes speciosum;Least Concern
Isoetes fluitans;Endangered
Marsilea batardae;Endangered
Pilularia globulifera;Least Concern
Allosorus fragilis;Least Concern
Pteris incompleta;Near Threatened
Woodsia pulchella;Near Threatened
Bofilliella subarcuata;Near Threatened
Cryptazeca monodonta;Endangered
Cryptazeca spelaea;Near Threatened
Elona quimperiana;Least Concern
Cryptazeca subcylindrica;Least Concern
Oxychilus basajauna;Endangered
Drusia tenerifensis;Endangered
Ferussacia clausiliaeformis;Near Threatened
Vitrea striata;Critically Endangered
Zospeum biscaiense;Near Threatened
Myosotella myosotis;Least Concern
Zospeum suarezi;Near Threatened
Zospeum schaufussi;Data Deficient
Zospeum bellesi;Least Concern
Deroceras altimirai;Least Concern
Deroceras levisarcobelum;Least Concern
Otina ovata;Least Concern
Limax maximus;Least Concern
Zonitoides excavatus;Least Concern
Arion vulgaris;Least Concern
Hohenwartiana disparata;Least Concern
Acaulon casasianum;Near Threatened
Galba truncatula;Least Concern
Nephrops norvegicus;Least Concern
Roeseliana oporina;Vulnerable
Alectoris barbara;Least Concern
Phasianus colchicus;Least Concern
Cygnus olor;Least Concern
Cygnus cygnus;Least Concern
Arion anthracius;Least Concern
Anser brachyrhynchus;Least Concern
Assiminea cardonae;Data Deficient
Geomalacus maculosus;Least Concern
Mergellus albellus;Least Concern
Tadorna ferruginea;Least Concern
Netta rufina;Least Concern
Aythya fuligula;Least Concern
Spatula querquedula;Least Concern
Mareca strepera;Least Concern
Assiminea grayana;Least Concern
Leucophytia bidentata;Least Concern
Myosotella denticulata;Least Concern
Anomobryum lusitanicum;Vulnerable
Columba bollii;Least Concern
Caprimulgus europaeus;Least Concern
Cotoneaster majoricensis;Critically Endangered
Apus apus;Least Concern
Betula celtiberica;Data Deficient
Cytisus cantabricus;Least Concern
Echinospartum boissieri;Least Concern
Cistus psilosepalus;Least Concern
Cytisophyllum sessilifolium;Least Concern
Cytisus multiflorus;Least Concern
Teline tribracteolata;Endangered
Erica lusitanica;Least Concern
Erica mackaiana;Least Concern
Erica vagans;Least Concern
Genista berberidea;Near Threatened
Genista falcata;Least Concern
Genista haenseleri;Endangered
Genista hispanica;Least Concern
Genista hystrix;Least Concern
Genista lucida;Near Threatened
Genista polyanthos;Least Concern
Genista versicolor;Least Concern
Lavandula lanata;Least Concern
Lonicera alpigena;Least Concern
Lonicera nigra;Least Concern
Rhamnus ludovici-salvatoris;Endangered
Salix foetida;Least Concern
Ulex argenteus;Least Concern
Ulex gallii;Least Concern
Ulex micranthus;Least Concern
Ulex minor;Least Concern
Cytisus commutatus;Least Concern
Malva canariensis;Data Deficient
Sonchus palmensis;Least Concern
Ulex europaeus;Least Concern
Hypericum canariense;Least Concern
Crex crex;Least Concern
Chalcides parallelus;Endangered
Chalcides minutus;Vulnerable
Porzana porzana;Least Concern
Zapornia parva;Least Concern
Lipophrys trigloides;Least Concern
Grus grus;Least Concern
Ciconia ciconia;Least Concern
Coronella girondica;Least Concern
Caranx latus;Least Concern
Botaurus stellaris;Least Concern
Podarcis vaucheri;Least Concern
Eumeces algeriensis;Least Concern
Egretta garzetta;Least Concern
Malacolimax wiktori;Endangered
Pluvialis apricaria;Least Concern
Eudromias morinellus;Least Concern
Vanellus spinosus;Least Concern
Calidris pugnax;Least Concern
Parablennius gattorugine;Least Concern
Lymnocryptes minimus;Least Concern
Actitis hypoleucos;Least Concern
Tringa ochropus;Least Concern
Tringa erythropus;Least Concern
Tringa nebularia;Least Concern
Tringa totanus;Least Concern
Tringa glareola;Least Concern
Tringa stagnatilis;Least Concern
Chlidonias leucopterus;Least Concern
Arhopalus pinetorum;Near Threatened
Drymochares cylindraceus;Endangered
Paracorymbia hybrida;Least Concern
Paracorymbia stragulata;Least Concern
Pedostrangalia revestita;Vulnerable
Stictoleptura trisignata;Near Threatened
Alloxantha lutea;Least Concern
Nacerdochroa concolor;Least Concern
Alphitophagus carteianus;Vulnerable
Alphitophagus obtusangulus;Near Threatened
Alphitophagus xaxarsi;Vulnerable
Coelometopus clypeatus;Least Concern
Coelometopus cobosi;Vulnerable
Corticeus vanmeeri;Endangered
Isomira antennata;Least Concern
Pelleas crotchii;Near Threatened
Dendrocopos major;Least Concern
Lanius minor;Least Concern
Corticeus rufithorax;Data Deficient
Bombycilla garrulus;Least Concern
Bryum minii;Least Concern
Melanocorypha calandra;Least Concern
Accrosus carpetanus;Least Concern
Ammoecius frigidus;Least Concern
Neagolius heydeni;Data Deficient
Melinopterus tingens;Least Concern
Acrocephalus schoenobaenus;Least Concern
Phylloscopus borealis;Least Concern
Sylvia atricapilla;Least Concern
Rhynchostegiella bourgaeana;Endangered
Rhynchostegiella trichophylla;Vulnerable
Rhamphidium purpuratum;Near Threatened
Echinodium spinosum;Endangered
Fissidens coacervatus;Near Threatened
Frullania azorica;Least Concern
Frullania polysticta;Vulnerable
Entosthodon kroonkurk;Least Concern
Goniomitrium seroi;Near Threatened
Grimmia curviseta;Vulnerable
Andoa berthelotiana;Vulnerable
Pseudotaxiphyllum laetevirens;Near Threatened
Cololejeunea schaeferi;Vulnerable
Lejeunea canariensis;Vulnerable
Lejeunea mandonii;Vulnerable
Telaranea azorica;Endangered
Leptodon longisetus;Vulnerable
Leucodon canariensis;Near Threatened
Leucodon treleasei;Vulnerable
Tetrastichium fontanum;Vulnerable
Tetrastichium virens;Near Threatened
Heteroscyphus denticulatus;Near Threatened
Myurium hochstetteri;Least Concern
Exsertotheca intermedia;Vulnerable
Homalia webbiana;Endangered
Neckera cephalonica;Near Threatened
Orthotrichum handiense;Critically Endangered
Plagiochila maderensis;Endangered
Aloina humilis;Data Deficient
Tortella limbata;Vulnerable
Tortula ampliretis;Least Concern
Heterocladium flaccidum;Least Concern
Radula carringtonii;Near Threatened
Radula holtii;Near Threatened
Radula jonesii;Endangered
Radula wichurae;Near Threatened
Amphidium curvipes;Near Threatened
Rhynchostegium confusum;Vulnerable
Cinclidotus vivesii;Data Deficient
Dendrocryphaea lamyana;Near Threatened
Dicranum crassifolium;Near Threatened
Coscinodon horridus;Vulnerable
Racomitrium hespericum;Near Threatened
Racomitrium lusitanicum;Endangered
Telaranea europaea;Least Concern
Schizymenium pontevedrense;Vulnerable
Exsertotheca baetica;Endangered
Orthotrichum casasianum;Critically Endangered
Acaulon dertosense;Endangered
Aschisma cuynetii;Endangered
Dialytrichia saxicola;Least Concern
Microbryum longipes;Vulnerable
Triquetrella arapilensis;Near Threatened
Heterocladium wulfsbergii;Least Concern
Pelekium atlanticum;Endangered
Andreaea frigida;Vulnerable
Coscinodon humilis;Data Deficient
Curruca mystacea;Least Concern
Rhynchostegium alopecuroides;Least Concern
Allium scaberrimum;Vulnerable
Brachythecium tenuicaule;Least Concern
Regulus ignicapilla;Least Concern
Breutelia chrysocoma;Least Concern
Ptychostomum bornholmense;Least Concern
Dicranum scottianum;Least Concern
Fissidens celticus;Least Concern
Fossombronia maritima;Least Concern
Frullania microphylla;Least Concern
Grimmia arenaria;Data Deficient
Gymnomitrion crenulatum;Least Concern
Campylopus setifolius;Least Concern
Ulota calvescens;Least Concern
Plagiochila britannica;Least Concern
Plagiochila spinulosa;Least Concern
Weissia perssonii;Least Concern
Ptychomitrium polyphyllum;Least Concern
Solenostoma paroicum;Least Concern
Asparagus macrorrhizus;Critically Endangered
Andreaea alpestris;Data Deficient
Racomitrium obtusum;Least Concern
Weissia squarrosa;Vulnerable
Pastor roseus;Least Concern
Dactylorhiza elata;Near Threatened
Luscinia luscinia;Least Concern
Anthus hodgsoni;Least Concern
Sambucus nigra;Least Concern
Silybum marianum;Least Concern
Ulota bruchii;Least Concern
Homalothecium meridionale;Least Concern
Stictoleptura palmi;Near Threatened
Stenurella hybridula;Least Concern
Biralus mahunkaorum;Least Concern
Plectrophenax nivalis;Least Concern
Oenanthe deserti;Least Concern
